id,timeStamp ,type,package
9929,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
20395,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
47155,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
83066,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
9488,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
89216,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
99611,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
78818,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
36219,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
49181,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
63003,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
94295,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
2763,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
10486,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
15289,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
14763,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
5863,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
78260,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
55983,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
46197,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
23780,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
46295,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
572,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
7201,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
70652,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
54834,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
4404,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
94417,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
50178,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
23600,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
87462,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
69918,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
3668,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
83633,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
79074,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
69582,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
78600,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
4006,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
475,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
86687,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
58619,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
9128,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
55135,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
23105,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
86907,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
3070,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
92436,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
16725,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
22793,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
77457,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
68181,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
16934,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
58999,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
28929,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
56377,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
85458,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
96875,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
52733,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
43009,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
99047,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
91770,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
73750,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
48254,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
80897,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
17112,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
77803,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
60175,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
83746,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
83883,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
6378,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
204,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
36107,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
23815,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
44970,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
5533,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
98417,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
44865,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
29458,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
11553,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
92333,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
18877,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
98042,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
52344,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
68196,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
91935,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
13361,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
8750,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
51104,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
97950,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
53143,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
43824,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
4830,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
33874,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
40875,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
56040,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
88907,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
17232,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
54774,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
84705,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
82124,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
63723,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
49110,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
46431,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
13595,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
32310,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
23142,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 33.333333333333336},{'fundCode': 'BBB', 'percent': 33.333333333333336},{'fundCode': 'CCC', 'percent': 33.333333333333336},]}"
28074,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
4755,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
48242,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
40950,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
59501,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
1682,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
73593,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
11062,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
12672,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
26686,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 20.0},{'fundCode': 'BBB', 'percent': 20.0},{'fundCode': 'CCC', 'percent': 20.0},{'fundCode': 'DDD', 'percent': 20.0},{'fundCode': 'EEE', 'percent': 20.0},]}"
47252,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 100.0},]}"
85205,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 25.0},{'fundCode': 'BBB', 'percent': 25.0},{'fundCode': 'CCC', 'percent': 25.0},{'fundCode': 'DDD', 'percent': 25.0},]}"
29395,2024-02-16 22:05:30,ALLOCATION,"{ allocation: [{'fundCode': 'AAA', 'percent': 50.0},{'fundCode': 'BBB', 'percent': 50.0},]}"
